"","Afghanistan","Albania","Algeria","American Samoa","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","East Timor","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guam","Guatemala","Guernsey","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jersey","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Reunion","Romania","Russia","Rwanda","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines","Samoa","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Korea","South Sudan","Spain","Sri Lanka","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela","Vietnam","Virgin Islands","Wallis and Futuna","Western Sahara","Yemen","Zambia","Zimbabwe"
"Sri Lanka","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  1","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  1","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0","17"," 2"," 0","0"," 0"," 0"," 0","  1"," 0","  1"," 0"," 1"," 0"," 0","0","0"," 1"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 3","6","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 2"," 2","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 2","0"," 0"," 1","0","0","0","0","0","0","0"," 6","0"," 0","0","0"," 4","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 2"," 0","  0"," 0"," 0"," 3","0","0","0"," 0"," 0","0"," 0","0"," 0"," 1"," 9","  1","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Sudan","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","2"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 5"," 0","0","2"," 0","6","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 2"," 0"," 1","0","0"," 0"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 3"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 2","0"," 0"," 0","0","0","0","0","0","0","0"," 9","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","5","  0"," 0","0","0","0"," 0"," 0"," 1","  0"," 0"," 0"," 0","0","0","0"," 0"," 1","0"," 0","0"," 0"," 0"," 7","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 1","0","0"
"Suriname","0"," 0"," 0","0","0","0","0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 1","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 2"," 1","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","2"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Swaziland","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 1","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Sweden","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 0"," 0","0","1"," 7","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  2","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 4","11","0","0"," 0","0"," 0"," 0"," 0","0","0"," 5","0","0","0"," 0","21"," 11","0","0","0","0","0"," 30","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 6","1"," 0"," 0"," 2","0"," 2"," 0"," 0","  9"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","4","0","0","0","0"," 5"," 0"," 0","0"," 0","0"," 0","0","0"," 1","0","0","0","0","0","  0","0","0","0","0","0","0"," 2"," 0","0"," 0"," 6"," 0","0"," 0","0","0","0","0","0","0","11"," 0"," 0","0"," 0","0","0"," 0"," 0","12"," 2"," 0"," 1","0"," 0"," 4","0","0","0","0","0","0","0"," 0","0"," 6","0","0"," 0","0","0","0","0"," 0","  0","0"," 17"," 0","0","0","0"," 0"," 7"," 2","  0"," 0"," 0"," 1","0","0","0"," 0"," 3","0"," 0","0"," 0"," 1"," 1"," 28","  5"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Switzerland","0"," 0"," 1","0","0","0","0"," 0"," 0"," 0"," 0","12"," 0"," 0"," 1"," 0","0","0"," 6","0","0","0","0","0","1","0"," 1","0","0"," 1","0","0","0","0"," 3","  9","0"," 0","0","0"," 0","  2","0","0"," 0","0","0"," 0","0"," 0","0"," 2"," 1"," 1"," 3"," 8","0","0"," 1","0"," 0","12"," 0","0","0"," 0","0","0","0"," 0"," 6"," 16","0","0","0","0","0"," 49","0","0"," 3","0","0","0"," 0"," 0"," 1","0","0","0","0"," 0","  1"," 4","0"," 4"," 0"," 0","0"," 4"," 1"," 4"," 18"," 0","  2"," 3"," 2"," 0"," 2","0","0"," 0"," 0","0","1","1","0","0","0"," 0"," 2"," 0","2"," 0","0"," 0","2","0"," 2","0","0","0","2","0","  0","0","0","0","0","1","0"," 2"," 0","0"," 0"," 7"," 0","0"," 0","0","0","0","0","0","0"," 3"," 1"," 0","0"," 0","0","0"," 0"," 0"," 4"," 9"," 0"," 2","0"," 1"," 7","0","0","0","0","0","0","0"," 2","0"," 6","0","0"," 2","0","2","0","0"," 3","  1","0"," 39"," 2","0","0","0"," 7"," 0"," 0","  0"," 0"," 1"," 3","0","0","0"," 4","12","0"," 0","0"," 0"," 3"," 7"," 60"," 29"," 0"," 1","0","0"," 0"," 0","0","0"," 0","0","0"
"Syria","0"," 0"," 3","0","0","0","0"," 0"," 1"," 0"," 0"," 1"," 0"," 0"," 2"," 0","0","0"," 1","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 2"," 0"," 0","0","0"," 0","0"," 0"," 5"," 0","0","0"," 0","0","0","0"," 0"," 0","  2","0","0","0","0","0","  2","0","0"," 2","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 2","0"," 0"," 0"," 9","0"," 0"," 0"," 0","  1"," 0","  0"," 0"," 5"," 0"," 0","0","0"," 7"," 0","0","0","1","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 3","0"," 2"," 2","0","0","0","0","0","0","0","12","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  1"," 0","2","0","0"," 1"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 2"," 4","0"," 0","0"," 0"," 0","11","  3","  0"," 0"," 0","0","1"," 0"," 0","0","0"," 2","0","0"
"Taiwan","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 4"," 1"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","1","0","2"," 0","  3","0"," 0","0","0"," 0","165","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  1","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 2"," 0"," 0","0","0","0","0"," 0"," 10"," 0","0"," 2"," 7"," 0","0"," 0"," 0"," 0","  0"," 0"," 42"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 6","0"," 0","0"," 8","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","1"," 0","0","0"," 0"," 7"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 8","0","0","0","0"," 0"," 11","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 8","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  1"," 18"," 0"," 0","0","0","15"," 0","0","0"," 0","0","0"
"Tajikistan","2"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  3","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 1"," 0"," 3","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 4"," 0","0","0"," 0"," 3","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0","61","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 2","0"," 0","0"," 0"," 0"," 2","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Tanzania","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","1","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 1"," 0","0","0"," 0","9","0","0"," 0"," 0","  0","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  2"," 0","  0"," 0"," 0"," 0","25","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","1"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 1","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 1"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 1","0"," 0"," 0","2","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 3","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 1","0"," 0","0"," 2"," 0"," 1","  1","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Thailand","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0","20"," 3"," 0"," 0"," 2"," 6","0","0"," 1","0","0","0","0","0","0","0"," 0","0","2"," 0","0","6","0","5"," 0","  0","0"," 0","0","0"," 0"," 42","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 2","0","0"," 0","0"," 0"," 3"," 0","0","0"," 0","2","0","0"," 0"," 1","  4","0","0","0","0","0","  8","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0"," 20"," 0","0","24"," 9"," 2","0"," 0"," 0"," 2","  2"," 0"," 16"," 0"," 2"," 1"," 1","0","1"," 1"," 0","7","0","0","0","0","0"," 0"," 0"," 2","0"," 2","0","24","1","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 2"," 3"," 0","0"," 2","0","0","0","0","0","0"," 1"," 1"," 7","0"," 0","0","0"," 0"," 6"," 0"," 0"," 0"," 1","1"," 0","18","0","0","0","0","0","0","0"," 0","0"," 0","0","0","24","0","0","0","0"," 2"," 21","0","  2"," 3","0","0","0"," 1"," 3"," 0","  8"," 0"," 0"," 0","0","0","0"," 0"," 2","0"," 0","0"," 0"," 2"," 6","  5","  1"," 0"," 1","0","0","12"," 0","0","0"," 0","0","0"
"Togo","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 6","0","2","0","0","0","0","0"," 0","0","0"," 0","2","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","1"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","2","0","0"," 0"," 0","  1","0","0","1","0","0","  0","2","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","3"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","2","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","2"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Tonga","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 2"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 2","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Trinidad and Tobago","0"," 0"," 0","0","0","0","1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","4","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  1","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","4","0"," 0"," 0"," 0","0","0","1","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 1","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 3","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 1","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","2","0","1","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","2","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  1","  7"," 0"," 0","0","2"," 0"," 0","0","0"," 0","0","0"
"Tunisia","0"," 0"," 2","0","0","0","0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0","0","0"," 2","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","1"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 2"," 0","0","0"," 0","0","0","0"," 0"," 0"," 32","0","0","0","0","0"," 17","0","0"," 1","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  8"," 0","  0"," 0"," 1"," 0"," 0","0","0"," 1"," 0","0","0","2","0","0","4"," 0"," 1"," 0","0"," 0","0"," 0","0","1"," 1","0","0","1","0","0","  0","0","0","0","0","0","0"," 3"," 0","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 1"," 0"," 1","0"," 0"," 1","0","0","0","0","0","0","0"," 2","1"," 1","0","0"," 0","0","0","0","0"," 0","  0","0","  2"," 0","0","0","0"," 0"," 4"," 2","  0"," 0"," 0"," 0","0","0","0"," 0"," 2","0"," 0","0"," 0"," 0"," 2","  8","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Turkey","3"," 1"," 2","0","0","0","0"," 0"," 1"," 0"," 0","10"," 4"," 0"," 2"," 0","0","2"," 3","0","0","0","0","0","2","0"," 1","0","0"," 1","0","0","0","0"," 0","  1","0"," 0","0","0"," 0","  7","0","0"," 0","0","0"," 0","0"," 0","0"," 2"," 0","14"," 1"," 2","0","0"," 0","0"," 0"," 4"," 0","0","0"," 0","2","0","0"," 0"," 1","  9","0","0","0","0","4"," 68","1","0"," 6","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 2","0"," 4"," 0","16","8"," 1"," 0"," 1"," 12"," 0","  4"," 0"," 2"," 6"," 2","0","0"," 1"," 2","0","2","3","0","0","3"," 0"," 0"," 0","3"," 0","0"," 2","0","0"," 2","0","0","0","0","0","  0","0","4","0","0","1","0"," 3"," 0","0"," 0"," 5"," 0","0"," 0","0","0","1","0","0","0"," 3"," 1"," 4","0"," 0","0","0"," 0"," 0"," 2"," 2"," 0"," 3","0"," 3","17","0","0","0","0","0","0","0","10","0"," 4","0","0"," 2","0","2","0","0"," 1","  3","0","  7"," 0","1","0","0"," 3","12"," 4","  0"," 2"," 1"," 2","0","0","0"," 2"," 0","2"," 0","0"," 1","14"," 7"," 12","  7"," 0"," 2","0","0"," 0"," 0","0","0"," 0","0","0"
"Turkmenistan","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0","0","1"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  1","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 2"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 2","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 2","0"," 0","0"," 0"," 0"," 2","  2","  0"," 0"," 1","0","0"," 0"," 0","0","0"," 0","0","0"
"Turks and Caicos Islands","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  4","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 2","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","2"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 1","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0"," 11"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
